I,A,V,lambda1_real,lambda1_imag,lambda2_real,lambda2_imag,lambda3_real,lambda3_imag,max_real_eig,min_real_eig,unstable_direction_I,unstable_direction_A,unstable_direction_V,param_alpha_I,param_alpha_A,param_alpha_V,param_beta_IA,param_beta_AV,param_beta_VI,param_gamma_I,param_gamma_A,param_gamma_V,param_w
-1e-323,-2e-323,0.0,0.42510712164622877,0.0,0.33154475691321705,0.0,-0.09710585189761381,0.0,0.42510712164622877,-0.09710585189761381,1.0,0.0,0.0,0.7028967012520316,0.1778166771012659,0.46486946156634235,0.2797938095793831,0.3001367199360329,0.39240728451587215,0.8047698829309817,0.7964638982912232,0.38624813467719443,0.3451788958529236
0.39555038001314186,0.3972158924007037,-0.41831958868830316,-0.5093137164506898,0.0,0.7027211809057902,0.0,0.8161710990673124,0.0,0.8161710990673124,-0.5093137164506898,-0.5121404651675295,0.8281767755993517,0.22767382874596706,0.5194324430670294,0.636040212209109,0.32829568759186306,1.0827506665265068,1.319540952067271,0.7570913265669039,0.5539746173690292,0.7407387786334607,0.37683005914729784,0.11659286711204074
0.39555037998669235,-0.3972158923786367,0.4183195886400329,-0.4648673613737416,0.0,0.5644125358270486,0.0,1.1088062531911291,0.0,1.1088062531911291,-0.4648673613737416,0.40845442932495846,0.8994671391369238,0.15531852683327987,0.5194324430670294,0.636040212209109,0.32829568759186306,1.0827506665265068,1.319540952067271,0.7570913265669039,0.5539746173690292,0.7407387786334607,0.37683005914729784,0.11659286711204074
-0.3955503800152717,0.39721589240047006,0.4183195886900517,-0.47937820569609957,0.0,1.0105168488182439,0.0,0.6003598184972743,0.0,1.0105168488182439,-0.47937820569609957,-0.8011852938608818,-0.5937348824410642,-0.07470618631511126,0.5194324430670294,0.636040212209109,0.32829568759186306,1.0827506665265068,1.319540952067271,0.7570913265669039,0.5539746173690292,0.7407387786334607,0.37683005914729784,0.11659286711204074
-0.3955503800287942,-0.39721589240543254,-0.41831958869386376,-0.24184382961846107,0.0,1.2127125537335408,0.0,0.8352160188432444,0.0,1.2127125537335408,-0.24184382961846107,0.5726326995150728,-0.8149910097810958,0.08877750515795153,0.5194324430670294,0.636040212209109,0.32829568759186306,1.0827506665265068,1.319540952067271,0.7570913265669039,0.5539746173690292,0.7407387786334607,0.37683005914729784,0.11659286711204074
0.4956025838490465,0.2989877906327918,0.36091868035357216,0.5540270108055625,0.0,-0.46089344579903035,0.0,-1.0118131061317974,0.0,0.5540270108055625,-1.0118131061317974,-0.5939347033929567,-0.5818152976553492,-0.555637046568835,0.9252512150850246,0.016095419828036216,0.04390343052150833,1.0584396862750314,1.3117627849521885,0.9615749002130657,1.157045590916391,0.8017944719063375,0.43919509398282,0.9988466519231085
-0.20835145014028447,0.3631631305721544,0.5079021779394568,0.8205218812552453,0.0,-0.24417234362969584,0.0,0.23168347070155837,0.0,0.8205218812552453,-0.24417234362969584,-0.7480129224477221,-0.6576373492782472,-0.08938559551459495,0.5024901484605995,0.6476278758706207,0.5761631752916765,0.5260852139468166,1.1164330770160222,0.5194841510170156,0.10024114142820473,0.8790911299469554,1.3603853402987016,0.3666403569787979
0.2083514502298223,-0.363163130748425,0.5079021780317026,0.7972714438481008,0.0,-0.220969750674929,0.0,0.27394377349119026,0.0,0.7972714438481008,-0.220969750674929,0.5327981038530296,0.8461606009735009,-0.011765113292271454,0.5024901484605995,0.6476278758706207,0.5761631752916765,0.5260852139468166,1.1164330770160222,0.5194841510170156,0.10024114142820473,0.8790911299469554,1.3603853402987016,0.3666403569787979
-0.07098443395062703,0.6683764293426636,0.18172932350781806,0.6540007042384067,0.0,-0.07401201283587168,0.0,0.06209732070331061,0.0,0.6540007042384067,-0.07401201283587168,-0.915258345336274,-0.17983161996518446,-0.3605034670471332,0.8822502063475784,0.1350696083787973,0.7358796684694571,0.30681767948043176,0.8288806731518356,0.34877914386356573,0.7191527063203632,0.23969763964080462,1.2980620249526578,0.49675855929072527
0.07098443395641924,0.6683764293336503,-0.18172932351862275,0.5952369164026844,0.0,-0.06973256409802096,0.0,0.07514248261777727,0.0,0.5952369164026844,-0.06973256409802096,-0.8901364419170607,0.18578507281831766,-0.4161021767416362,0.8822502063475784,0.1350696083787973,0.7358796684694571,0.30681767948043176,0.8288806731518356,0.34877914386356573,0.7191527063203632,0.23969763964080462,1.2980620249526578,0.49675855929072527
0.32508701349821645,0.15230671802241028,-0.19282712674197416,-0.14351740566814525,0.0,0.1813073750120604,0.0,0.43969272753563005,0.0,0.43969272753563005,-0.14351740566814525,-0.1283453560556844,0.8213747677776454,0.5557616039608699,0.21504740331984099,0.5353038684271684,0.212171612370116,0.691891501372693,0.7340676205235361,0.5850336785688137,0.6913918819460078,1.0568899723346032,0.2807901420432678,0.2206286363672001
-0.325087013497798,0.15230671802253173,0.1928271267426224,-0.14754486313638776,0.0,0.1854731883170863,0.0,0.4222610401300619,0.0,0.4222610401300619,-0.14754486313638776,-0.18529368106022784,-0.854594506718939,0.4851128537206204,0.21504740331984099,0.5353038684271684,0.212171612370116,0.691891501372693,0.7340676205235361,0.5850336785688137,0.6913918819460078,1.0568899723346032,0.2807901420432678,0.2206286363672001
0.32508701349862007,-0.15230671802208953,0.19282712674203398,-0.1411783363666653,0.0,0.1650954536601971,0.0,0.4876630400666083,0.0,0.4876630400666083,-0.1411783363666653,0.16707392499454574,0.8911116478256317,0.4219079694630148,0.21504740331984099,0.5353038684271684,0.212171612370116,0.691891501372693,0.7340676205235361,0.5850336785688137,0.6913918819460078,1.0568899723346032,0.2807901420432678,0.2206286363672001
-0.3250870134994257,-0.15230671802341422,-0.19282712674194516,-0.10308359815711882,0.0,0.21082893035405398,0.0,0.5024084341626115,0.0,0.5024084341626115,-0.10308359815711882,0.15897728507617842,-0.869439295304899,0.4677622629173157,0.21504740331984099,0.5353038684271684,0.212171612370116,0.691891501372693,0.7340676205235361,0.5850336785688137,0.6913918819460078,1.0568899723346032,0.2807901420432678,0.2206286363672001
0.45374928448253127,0.42576903830814156,1.2345323249560751,-1.2015706496796528,0.0,0.5637966868894677,0.0,-0.23410220732310935,0.0,0.5637966868894677,-1.2015706496796528,0.4571368930621401,0.6182676893450562,0.6393519573078811,0.290050448585924,0.014835150679466544,0.40573071737428085,0.34538342035391884,0.8998832968462501,0.7228970718716418,0.8287720283440883,1.4395727784405423,0.6230786306020687,0.8327313892511435
-0.23387649570671612,0.053370852713363,0.047983560438876124,-0.052727293740746944,0.0,0.05850379137378664,0.0,0.3753436967905071,0.0,0.3753436967905071,-0.052727293740746944,0.16135454447444775,-0.19580055565353438,0.9672780641486762,0.7001561541607413,0.27907157441008795,0.7496385226732719,1.3637557685179116,0.28545803050629415,1.2350987610958264,0.6340432721902564,0.20268771886932643,0.3963529431788997,1.0807198799004925
0.23387649571697644,-0.05337085271479782,0.047983560431887014,-0.053213431859076676,0.0,0.057594064019025774,0.0,0.3761615633861566,0.0,0.3761615633861566,-0.053213431859076676,-0.15723153517133662,0.19946325748790944,0.9672086916792966,0.7001561541607413,0.27907157441008795,0.7496385226732719,1.3637557685179116,0.28545803050629415,1.2350987610958264,0.6340432721902564,0.20268771886932643,0.3963529431788997,1.0807198799004925
0.23387649570674787,0.053370852713379234,-0.047983560438894506,0.40116308955868835,0.0,0.05552729092356075,0.0,-0.05172166466824494,0.0,0.40116308955868835,-0.05172166466824494,-0.15083271460451614,-0.18237389637505347,-0.9715910940956662,0.7001561541607413,0.27907157441008795,0.7496385226732719,1.3637557685179116,0.28545803050629415,1.2350987610958264,0.6340432721902564,0.20268771886932643,0.3963529431788997,1.0807198799004925
-0.23387649570813915,-0.05337085271272974,-0.04798356043827664,-0.04584254785997709,0.0,0.06206607259184501,0.0,0.40213708918992785,0.0,0.40213708918992785,-0.04584254785997709,-0.15258661987288014,-0.18507206172707602,0.9708067034193051,0.7001561541607413,0.27907157441008795,0.7496385226732719,1.3637557685179116,0.28545803050629415,1.2350987610958264,0.6340432721902564,0.20268771886932643,0.3963529431788997,1.0807198799004925
0.1692062037991886,-0.2936661351608943,0.3022628840220181,0.729400369305019,0.0,-0.22554776415445357,0.0,0.23075639291168437,0.0,0.729400369305019,-0.22554776415445357,-0.8661449640560167,-0.12847185608877043,0.4829988441326826,0.7043898145548054,0.19736742397926357,0.25677282160705706,1.1318665849360139,0.4483129520961837,1.2231733886160288,0.9936758253314641,1.071545447989599,0.5002552024590337,0.11132467837025598
-0.1692062038125362,0.2936661351574663,0.3022628840357818,0.8850920276540776,0.0,-0.20289399673770417,0.0,0.20749211016435556,0.0,0.8850920276540776,-0.20289399673770417,-0.9068699225115123,-0.11090927478672147,-0.4065539034497727,0.7043898145548054,0.19736742397926357,0.25677282160705706,1.1318665849360139,0.4483129520961837,1.2231733886160288,0.9936758253314641,1.071545447989599,0.5002552024590337,0.11132467837025598
0.16920620379899273,0.2936661351606721,-0.30226288402177726,0.7582605160451815,0.0,-0.19931629356964584,0.0,0.25136635732184903,0.0,0.7582605160451815,-0.19931629356964584,-0.8253188845575115,0.09908545437024542,-0.5559053979995041,0.7043898145548054,0.19736742397926357,0.25677282160705706,1.1318665849360139,0.4483129520961837,1.2231733886160288,0.9936758253314641,1.071545447989599,0.5002552024590337,0.11132467837025598
-0.1692062037997312,-0.2936661351614156,-0.30226288402224744,0.907318479891878,0.0,-0.1363039669372638,0.0,0.28609263453601663,0.0,0.907318479891878,-0.1363039669372638,-0.8829101066472689,0.10533309660952983,0.4575747833291907,0.7043898145548054,0.19736742397926357,0.25677282160705706,1.1318665849360139,0.4483129520961837,1.2231733886160288,0.9936758253314641,1.071545447989599,0.5002552024590337,0.11132467837025598
0.18357815161816438,-0.004311906779159566,0.007360989782547343,0.24426497013890835,0.0,0.004270234049559809,0.0,-0.004298315257567098,0.0,0.24426497013890835,-0.004298315257567098,-0.035011901031885784,-0.9849176817930262,-0.1694441703853652,0.3065774410955471,0.29116488193870016,0.2354670290577136,1.3108229808709868,0.7047713799734452,0.2082525029289944,0.48239289674104147,0.11068978759334169,0.33551274591058444,0.63506491762897
-0.18357815161830068,0.00431190677915764,0.007360989782544012,0.24253600831619904,0.0,0.004241012642482413,0.0,-0.004361660193023407,0.0,0.24253600831619904,-0.004361660193023407,-0.035234539468582994,-0.9846871341673984,0.17073305196602417,0.3065774410955471,0.29116488193870016,0.2354670290577136,1.3108229808709868,0.7047713799734452,0.2082525029289944,0.48239289674104147,0.11068978759334169,0.33551274591058444,0.63506491762897
-0.3542804526156106,0.27396956494310365,1.1617287459877657,1.117878144459226,0.0,-0.24939002564812926,0.0,0.21530035423723348,0.0,1.117878144459226,-0.24939002564812926,-0.9632311853604085,-0.21822790490913094,-0.1567235306779221,0.693102952982596,0.43303329627009085,0.19774674770036038,0.7333072359149502,0.187437831092385,0.9497646829203491,0.18413712553918676,0.8127000294451663,0.6353183829617883,0.1863541468438863
0.35428045261483937,-0.27396956495487984,1.161728745960631,-0.29360946910320074,0.0,0.8298115315305231,0.0,0.2350853167660805,0.0,0.8298115315305231,-0.29360946910320074,-0.9075248629961693,-0.4026526048011489,0.11945502455164528,0.693102952982596,0.43303329627009085,0.19774674770036038,0.7333072359149502,0.187437831092385,0.9497646829203491,0.18413712553918676,0.8127000294451663,0.6353183829617883,0.1863541468438863
1.2408028746544784,0.8449268564085858,0.8303121179550579,1.6598934809349617,0.0,-0.5693251125331543,0.0,-1.36400379830543,0.0,1.6598934809349617,-1.36400379830543,0.5176160665644762,0.6057601139524997,0.6042584645485527,0.6123175696321492,0.12982281736928236,0.1692264141071499,0.7926099805473066,0.9441225240384865,0.9466674708232594,1.0523424824847005,1.2712224249223638,1.3540827178196075,1.0077149088645823
0.7593653200461458,0.6568410613491265,2.174782586098359,0.8066642800464064,0.0,-0.9919936841325728,0.0,-0.12899918450457099,0.0,0.8066642800464064,-0.9919936841325728,-0.5925096045733643,-0.5281062574793404,-0.6083059668452057,0.5579992455069732,0.113839581974472,0.8606209288496781,0.37344302257633705,0.32899529730081617,0.5143006506335859,1.393153697016654,1.0400391067613635,1.0815549339456156,0.9047851306020293
