alpha_aa,alpha_ar,alpha_ad,alpha_ra,alpha_rr,alpha_rd,alpha_da,alpha_dr,alpha_dd,kappa_aa,kappa_ar,kappa_ad,kappa_ra,kappa_rr,kappa_rd,kappa_da,kappa_dr,kappa_dd,sigma_a,sigma_r,sigma_d,delta_a,delta_r,delta_d,omega_a,omega_r,omega_d,gamma,y0_0,y0_1,y0_2,y0_3,y0_4,y0_5,y0_6,y0_7,y0_8,y0_9,y0_10,y0_11,lyapunov_exp,dynamics_type,computation_time
2.8041836989336524,2.653754586254931,3.009768295973215,2.3690335399891063,2.7942675797883503,2.0230514763491247,2.7142043962263074,1.3715755522324002,2.9352761885030247,-2.3520127389465104,0.5872799745539217,0.41482968532194553,0.299651436650782,-2.206046540377619,0.530482970919262,0.5357737758518223,0.5662458998685332,-2.496919374365539,0.9910678534615189,0.9948084752755516,0.8126285830408819,0.1245815202093941,0.07911951018414545,0.17236447495337912,0.008678806568368235,0.0008845942995840876,0.008609834307545021,2.8479538685437435,0.1649646417682655,0.05498821392275517,0.7698349949185723,0.10997642784551034,0.14622465792107966,0.04874155264035989,0.6823817369650383,0.09748310528071978,0.15976069418806066,0.05325356472935355,0.7455499062109497,0.1065071294587071,-0.00048375309043772547,Periódico simple,7.324522256851196
3.3241358511803845,2.8803275435183138,1.346236267824478,2.12073385184021,3.218079827481288,1.446657980616351,1.9053468056921572,2.7399523458422665,2.454219662441255,-1.7222701940602756,0.5136135787820041,0.5348935735332498,0.1353032585569609,-2.5416136129452624,0.1000640395195867,0.3553227240729805,0.3643647832920548,-1.9232044531811756,0.8887256798289344,0.9985443847769512,1.1443452530478202,0.049567289049766886,0.051215793100399115,0.1089662302588687,0.009100100159267786,0.0009852081324703318,0.0021809906431956233,4.937177475245879,0.16415039618504632,0.054716798728348774,0.7660351821968827,0.10943359745669755,0.15590151752216846,0.0519671725073895,0.7275404151034528,0.103934345014779,0.15465539695116245,0.05155179898372082,0.7217251857720914,0.10310359796744165,0.00047215646510079755,Periódico simple,6.141973972320557
3.2106621535025095,1.6684533562317816,2.65207247111001,1.8551853424968543,3.3767965927382915,1.724706651484396,2.6502652659937187,2.7420530670131105,2.871575759425877,-1.822120618094632,0.5126240712541497,0.21582641492486046,0.17768383165275342,-2.131769589662589,0.14619007256727856,0.42837587506504327,0.5079125304721496,-1.4682063399751808,0.6949805264075264,1.1528701486563746,1.1388197985472548,0.14072085059749906,0.12666572198527304,0.15152964746971717,0.010807759363511811,0.010643725710446125,0.009394089545273319,5.538072060708218,0.1376326029803279,0.045877534326775965,0.6422854805748635,0.09175506865355193,0.1623172926545176,0.054105764218172536,0.7574806990544155,0.10821152843634507,0.15671303766769637,0.05223767922256546,0.7313275091159164,0.10447535844513092,-0.0008423842227751937,Periódico simple,6.945070266723633
3.342772297308658,2.6253868686962556,1.4661921404676117,2.423773586526252,2.826945590950819,2.814470638835511,1.6203233584794186,2.1226884317179633,3.2518802430972436,-1.9972600736180406,0.5846585805694813,0.46622934404909216,0.28142652657461986,-1.6918409579926128,0.1696679141231773,0.4054790576626679,0.09251251983132705,-2.357508360499809,0.6802931062131891,1.0089930684372503,0.9045314638834279,0.13779533735032293,0.07196240249045446,0.08332077982287386,0.009654843324742845,0.010655391880525037,0.007053567477390967,4.0997966411516185,0.14332743128791814,0.04777581042930605,0.6688613460102847,0.0955516208586121,0.1554377622023743,0.051812587400791435,0.72537622361108,0.10362517480158287,0.15875747248833197,0.05291915749611066,0.7408682049455492,0.10583831499222132,0.002322056998607665,Periódico complejo,7.397732973098755
3.2887910559732374,2.6417594602437706,1.6998683796502938,2.8940010800983806,3.0772974549468675,2.3009246019876652,1.7571044121247836,2.584160118420404,3.0528222471176907,-2.26545931795175,0.1767138351736701,0.5162350904709481,0.5394228502707048,-2.3911925568213706,0.5116404116796789,0.4159990742819831,0.2326150092041599,-2.2207096755567264,1.1214607452352645,0.8020479064533252,0.8144640960479325,0.0717438648011192,0.08221501674447468,0.05087682305968788,0.0009025447346288123,0.005401987400210541,0.009822071085658612,4.619072722857159,0.15474975562683524,0.051583251875611746,0.7221655262585644,0.10316650375122349,0.15996317907734361,0.053321059692447874,0.7464948356942701,0.10664211938489575,0.16015667018155091,0.05338555672718364,0.7473977941805708,0.10677111345436728,-0.00250097668306272,Periódico simple,7.198417663574219
3.751847275785468,3.3178914759368983,2.2590667013736008,2.383961462724793,3.445067245528931,1.9470506381989234,2.7663915815348887,2.5173026664306035,3.4013337390823537,-2.4212884723890986,0.5516021381525553,0.4544746290952356,0.2545983202217883,-2.6007837627974277,0.10465200780124247,0.3948018322645551,0.17460482257683824,-2.276433154942419,0.9362949939535532,1.206302495290777,1.0795013335003272,0.05650312247640476,0.12286320908771198,0.1257808978505679,0.010471401991684469,0.005507780830766169,0.005578828428755314,3.4663654657269176,0.14455386776351015,0.04818462258783672,0.674584716229714,0.09636924517567344,0.145369599348602,0.04845653311620067,0.6783914636268094,0.09691306623240134,0.16277429006277758,0.05425809668759253,0.7596133536262953,0.10851619337518506,0.0003365309363203053,Periódico simple,5.0658042430877686
3.29673128330303,3.0425368773432244,2.428114834647981,2.2855954201918243,3.6821640241992024,2.2956174226226507,1.7976657319393272,2.5528843900182623,3.0743297772002687,-2.064699040511769,0.5125234629342826,0.5118603600733103,0.13639148939143642,-1.7386623007471518,0.10038724175200164,0.11664590290537558,0.27548059522015667,-2.5026847331554998,0.9725159316774858,1.2425448180664036,1.1605454481018693,0.04881751728841015,0.08206931444707291,0.12295140364140274,0.008719096826965629,0.00889883537350718,0.008885881527865078,4.93620440295109,0.1482784139083108,0.04942613796943694,0.6919659315721172,0.09885227593887388,0.15703135958876027,0.05234378652958676,0.7328130114142145,0.10468757305917352,0.1534994790593943,0.0511664930197981,0.7163309022771733,0.1023329860395962,-0.00020526230382874767,Periódico simple,6.5032312870025635
3.0028172914717848,1.696317084711354,1.5541822043540034,1.2204622330587616,3.3474118379527913,2.381220743156852,2.6236813041808045,2.40963336456032,3.0914175646884883,-1.9181120985461906,0.45732760536315037,0.1077117954038651,0.19159717636394796,-1.9685866345949536,0.5104295643927865,0.4773085418538293,0.1105132656724328,-2.093816505335407,1.1409906273964183,1.1764581228426503,1.1445686977843896,0.07304462878943137,0.13107434394011305,0.12338305638988707,0.001013312881923144,0.009123595605778793,0.004415789693003325,3.606719649550629,0.15540372113670395,0.05180124037890132,0.7252173653046183,0.10360248075780264,0.15584541142155364,0.05194847047385122,0.727278586633917,0.10389694094770244,0.15446417313584562,0.051488057711948546,0.7208328079672796,0.10297611542389709,0.0012552645817166428,Periódico complejo,6.919767618179321
3.586504550669826,1.7525551763342369,1.606759205444062,1.567963327480797,3.5645162080543864,2.5439728528782863,1.8733411671208842,1.5836519530167936,3.035256195553638,-1.489431117856431,0.16868411800618066,0.10492516887515167,0.09953205128771118,-2.292375116804061,0.4969902576038631,0.4539192107818524,0.1762916055772754,-2.216065874987205,0.977380549568966,0.6026963056720129,1.257950885004139,0.12840332954164432,0.10743168188399649,0.06515799991049809,0.0024968793359798646,0.01058922556277068,0.007931228322407642,3.0009915058376144,0.15308733801566896,0.051029112671889656,0.7144075774064551,0.10205822534377931,0.15374895574028183,0.05124965191342728,0.7174951267879818,0.10249930382685456,0.15260383002831457,0.05086794334277153,0.7121512067988013,0.10173588668554306,0.0006457718304832048,Periódico simple,8.011617183685303
2.9636799850010895,1.5266198979944394,1.9316784278710988,1.3518165183649298,3.429391723498906,1.9609678291712114,1.9345516609740285,1.8814399731927063,3.4788121572713466,-2.454219455136305,0.48244061114621184,0.4139766138664269,0.39108391715982693,-2.0278550310439565,0.10807014051002724,0.11387809534380189,0.5343970979120521,-2.0128541789049845,1.0781823646308513,1.117036573956772,0.7774593951213249,0.0573798435447406,0.13217699615683534,0.05766419826751251,0.002230897648488794,0.01009601525480756,0.00998439495266479,5.21319786907077,0.1599223709735107,0.05330745699117023,0.7463043978763833,0.10661491398234046,0.16149149274926114,0.05383049758308705,0.7536269661632186,0.1076609951661741,0.13839119612699952,0.04613039870899984,0.6458255819259977,0.09226079741799968,-0.0008308213159415003,Periódico simple,6.738480091094971
