I0,A0,V0,alpha_I,alpha_A,alpha_V,beta_IA,beta_AV,beta_VI,gamma,w,L_max
0.018898666518038388,0.1340951824560967,0.15821533775758478,0.06946387078519675,0.09939908192445189,0.14248084293120272,1.0831048086721224,1.2617781730312982,0.7379032332939031,0.00235209200987327,0.0030128755719375,-0.4384171550125744
0.3018997495960064,0.08855289224130644,0.47429244383633623,0.0966721003727034,0.08298612123327853,0.052485949138625636,1.265270193536493,0.5862633847528662,1.450115017081167,0.004071569677519878,0.013057263963741985,-0.5323242233189588
0.1233274644465576,0.42744724731945133,0.18950438939270278,0.05438037657872288,0.06445241888660469,0.10551980423268247,0.9392667312788883,1.3192906115076874,1.4945573671003645,0.0008816867254032443,0.0042109912620007395,-0.5020267072922386
0.4382053639728627,0.2962716514299969,0.371870249216448,0.06542894920675478,0.060340296772255164,0.1133975111681085,1.0595011551211448,0.36867832818391244,1.2265258696255026,0.0029995776956199378,0.023300774278176357,-0.5179843070132908
0.13429560821529596,0.3702134194846204,0.20753870001835015,0.11830489532424546,0.1087644572177712,0.060589740375075335,0.6457867370189541,1.2611566243700114,0.6731538119049194,0.00410926904143576,0.02628830226159851,-0.4896931829063942
0.309277365285355,0.15505610282591262,0.28529127573086965,0.12447621559078172,0.06705929685368861,0.06403395970639127,1.181871794772349,1.4133545162067365,1.125198058999311,0.004661157502489499,0.01631592750240061,-0.4682491042624509
0.2812350116439096,0.19191379217325583,0.36269344216055766,0.146750973243421,0.1425120118376797,0.09191143193163037,0.542885511750862,1.2265300789252567,1.1464876385808151,0.0042016239077784425,0.003497063646169417,-0.4108508472756139
0.20412158502903197,0.20837893256900156,0.2593777343581636,0.0825825358138152,0.1081061139700395,0.14662319121431816,1.1337577545821977,1.1377449407743645,0.7654100341963797,0.0006663682724052841,0.006468418044212109,-0.4278682433188472
0.3420341741638991,0.3824073361545771,0.45447230018565915,0.08704597060348689,0.0846869804534837,0.10960425532343729,1.3328628819910728,1.3055762623864597,1.0690663615033913,0.002177160535880304,0.01984071452150648,-0.5103670860431057
0.3656271210105626,0.38845296396053836,0.21545748408462703,0.09695558112758079,0.10909154914814168,0.14330232216002112,0.4585234047618527,0.3481815594564797,0.3128731739708115,0.0007191431254123307,0.00396589409050027,-0.47668428054262746
0.28779951970649953,0.11133862848187553,0.3270651810902293,0.06894713590842858,0.052280387102969755,0.13043609156129707,1.0372556886503037,0.5421385328628665,0.5508691903226897,0.000991770310015511,0.03521129655488576,-0.49583040020938635
0.38162689622052953,0.4713540398016685,0.1777575923170265,0.06299215053354716,0.14585592132414454,0.09673816015552915,0.4141148978759215,0.4499084151667717,0.9301059635607134,0.003538875329003679,0.011144006534715787,-0.4602726602926168
0.49187436723653943,0.06912111534740634,0.2099967674331964,0.09757049262259337,0.09823034369429001,0.12847634492521876,1.1708587539257123,0.9054371882315837,0.496501565109955,0.0037096618834026422,0.015801506870398288,-0.48319484396258905
0.21544347007139453,0.44909982038757884,0.22562455303444068,0.0726909349050884,0.12827352272502862,0.051783678397698776,0.40139186258822424,1.1942257539946133,0.4990882414518404,0.003981743072382318,0.02031216308172678,-0.48746957072509356
0.26214569542391014,0.05919386636840655,0.07164543897301977,0.11698139946825103,0.05827299999224386,0.0609143996765735,1.4231277872407513,1.0560142134916783,1.3035651486602855,0.004394554466250483,0.021413872020388247,-0.4820425406094779
0.016110240191194485,0.13962450746414243,0.05494460273891328,0.09371519188723307,0.09866583308381603,0.1329428614882736,0.46488951604536255,1.321357319714322,1.4869596032203265,0.003827441608144295,0.0010813746760652261,-0.44770734774110066
0.4000539925920854,0.4247744826732989,0.3370700623419114,0.13326781960578374,0.09907069943545209,0.12968170883251617,1.4506562950908966,0.48625559092930903,0.967163313634138,0.004103922164479844,0.00649144817893618,-0.4468019983396811
0.26491273285253697,0.09795111544958283,0.3312036917880956,0.12002651020022491,0.14378264549749828,0.07326407419664337,1.261061011302116,1.1815453103221938,1.306883677058056,0.0007203366942047566,0.04327546362330303,-0.4080078507167512
0.20990110087667696,0.21264828634188523,0.33482575996294667,0.0812366641382041,0.10717280523760753,0.10307695905990535,1.0124184053596248,0.5316497890426849,1.488385997191527,0.0015554081769858438,0.0010604200630834986,-0.5096799305768293
0.05609526191380394,0.23043105697262184,0.019685558217918918,0.13322598013952008,0.09734894010569538,0.11060158207000109,1.2391489255554562,0.6249105015813603,0.46991506628252966,0.003298539980188606,0.02590020043483088,-0.4495419492778944
0.44593164662094464,0.13017689678137273,0.17000795290917217,0.13047643574968018,0.07669756630918936,0.1367738953776011,1.254137806779703,1.1518856367375647,0.8378947359052213,0.004361563870811705,0.0249855983188532,-0.43481190879087933
0.20355354761987265,0.35802014865463344,0.10692682515700648,0.08874783790301745,0.08315689973425522,0.11031071573387256,1.4352324753807963,1.476245741878418,0.7710872590103038,0.000520250562228466,0.017321613889521255,-0.49644753999395186
0.344464983122518,0.4271539782070799,0.39129419704656604,0.07883281039302441,0.10206724024715377,0.09125715692736804,0.6040600246070247,1.0338523271724835,0.396059140375422,0.0028158320395235744,0.022135023987176036,-0.5478865243660279
0.08319333662039387,0.4385418185292302,0.4317088966841038,0.11824955039749754,0.09389114603050466,0.08741840434071826,1.008091074429971,0.3654003779895547,1.2063962073536934,0.0035477932971397876,0.039248475738802635,-0.4954940068987748
0.48115931847510596,0.17626785141091486,0.13087338484081218,0.06397524836093098,0.052161207988033045,0.09258820863735098,0.4140590370772814,1.0395707639130394,0.8205348327871116,0.0006332328010787595,0.04221898160453287,-0.563265372858147
0.09743646329269715,0.2701166932010291,0.3372460878355133,0.06999082024751083,0.13262919241943577,0.11519310255799742,1.0393988400289456,0.3508206618962005,0.8631923210284815,0.0023061000089902458,0.013757078627347253,-0.48567970843060493
0.10777557652075027,0.13171913789416922,0.07338777369455447,0.05073622697510055,0.13961607718397667,0.1367490631752325,0.5055495649113466,1.3609748536401807,0.48080756857588824,0.004530356966226636,0.016802031607418763,-0.4454785133496362
0.43090160167327973,0.12995028575957127,0.14482473754483954,0.12869243775021383,0.06402490889986108,0.09538968820762997,0.9779407337669301,1.1514939421207449,0.5171119826770417,0.0035222576398513646,0.012881659798388304,-0.4782179620320688
0.4571655446295463,0.08901449079744281,0.07794070315437555,0.11648508565920321,0.10540361435390494,0.07478395629513582,0.9869166168406196,0.5077534157070038,1.388524346587458,0.0015694626351226881,0.024513306627002192,-0.49581308803455293
0.11395222968641769,0.47060931529568223,0.14892517563362231,0.12051653786263351,0.06085757411354436,0.07366623629975812,0.8591821835774727,0.41006520698903764,0.35357890676913467,0.004337515083343607,0.034479659525281835,-0.5095532943371418
0.24020243520566567,0.4451145260167342,0.34062090820114616,0.12807290310219677,0.11722400930398116,0.12460142802434464,0.9271581306157473,0.5202398746563828,0.5794227419324475,0.0020661414053428145,0.012184390897707606,-0.4708605956439914
0.3694125032357866,0.3909057695305692,0.4560601859907737,0.09589157755383398,0.07812337838390083,0.13165687634239104,1.2167080680079054,1.476032615465031,0.650471196377434,0.004340051020148268,0.01720605136068847,-0.47509832522659295
0.4403992095672928,0.2636541454309872,0.10923597988285112,0.10687411959528936,0.11594226346919018,0.0605278079854125,1.25909365981448,0.8502727709501878,0.8882370508819037,0.001845246430035075,0.04658884626186838,-0.49480072145673515
0.19573582056827957,0.2503978786008172,0.2756187271258524,0.06397969981276574,0.12269946142868826,0.05665588569551782,0.8905838586905148,1.2408971380096896,1.0037342076177551,0.0031564411289741706,0.0033798952025009456,-0.477819663264643
0.2633395485562203,0.26957537642942403,0.35368163960928184,0.06145300735359735,0.1268647491917657,0.10944336637564517,1.0195121298271348,1.063690010529332,0.8919479710207998,0.0022862303048652535,0.02357771065673875,-0.47033369876054876
0.3734410411546701,0.27291832665277377,0.4769320095579272,0.11684029617904716,0.06077409459558966,0.06461732441926983,1.4174834828281222,0.9868957799503648,0.40093840146825843,0.0017367127283978018,0.03586634403824211,-0.5024336443878255
0.36825662855986974,0.22293591150186828,0.3089296366147152,0.09710962061431325,0.1416011845137608,0.1324664190456341,0.44368030620134735,0.47415630559805966,0.5924009448668562,0.004489509029773412,0.00837224656631623,-0.45931394055003955
0.3936504637127816,0.07455986811711306,0.13500239620341656,0.10652361064811888,0.07302139908948808,0.08103346739240744,0.4405242790801326,1.4352293442697142,1.3123060617150495,0.001344171568727711,0.003321326980268611,-0.5265635728932656
0.2892675711343479,0.07157528790558262,0.31648429688782875,0.12649988574160254,0.05374125561761798,0.06438719329711426,0.4052508142929221,0.6616111590176614,1.0651064405741508,0.000881652160560934,0.007772063210288007,-0.5029682988286462
0.06126139743433985,0.47660236076438484,0.16704066922222793,0.11347183200005907,0.10548524693914833,0.142097047248745,1.0894359420486333,0.9936206589690506,1.0789788601611292,0.0020386712234554717,0.04602233648300346,-0.41592450513247653
0.4529469125302396,0.24619507219731177,0.4883029114389368,0.10535794006579957,0.08709222838624388,0.06655317227352782,0.8023299609484553,1.1397311335068794,1.1042439064216258,0.0037293761643870543,0.0014537293092350472,-0.5299483057052335
0.4341305442673038,0.4770707072035426,0.20584130623018207,0.10592071607454134,0.1329789743132413,0.07847200823379355,1.229185699370212,1.0790797862943706,1.2154836228474348,0.004133442226893268,0.01022777676575624,-0.4562363443921633
0.4010677435509832,0.09015267007795388,0.34585958317289694,0.08039500980626121,0.13082514720643018,0.06536133951920586,1.105477695970311,1.4287132916346221,0.36973017806573677,0.0049943451653004425,0.002532892132180583,-0.4594686145591396
0.05893261380875745,0.28166411049956747,0.021381515349911655,0.05308178345679394,0.08171388928227154,0.0615490063665355,0.7003653099938858,0.4781267879040696,0.7399300619191349,0.0018336292565502422,0.00642084391054796,-0.6057694670525813
0.1101547098699003,0.11178145414225421,0.20603010860603013,0.09367173892323624,0.1452899395069745,0.05211480163364401,1.378039856833843,0.9100232861363304,0.9474329223140143,0.00233573878009077,0.03138731504478652,-0.42157117231177943
0.3743641789027494,0.13406045700203476,0.4388027305280307,0.07145846728195292,0.07909178381401186,0.05553954091642602,1.2150385764847826,0.7848412688889191,0.7061477799567912,0.0011156957511333184,0.012840306528215203,-0.5818184261883445
0.021338646345153756,0.024726743592977607,0.30901144777229045,0.09085286437246362,0.10150571292317145,0.06746414709358527,0.6246419290922108,0.8690024753791417,1.3133746479446238,0.0030869236833036516,0.028891390471103166,-0.5150808673707234
0.489820070516567,0.06828712226270355,0.22753201433402842,0.13534030732681662,0.07559650905676027,0.05533819326271754,0.7370304213264648,0.44306103143729353,0.8790870103047528,0.0049891101676831275,0.029919573755540184,-0.47825136456619105
0.19480089337428355,0.4592557197383059,0.46860937472350567,0.07339394858653407,0.14360435700489632,0.10911438161109713,0.6773279762451154,0.4609135318473184,1.222353107351255,0.0036539645455429637,0.04262233132139918,-0.4580515251896253
0.36246314150850356,0.16755116582634255,0.42845234431214224,0.0558302741689066,0.06646078175820182,0.11807145267995063,0.4891339783499996,0.6336906549375088,1.3224186202574029,0.0031784577818601734,0.001232328252681822,-0.504122051196384
0.44490983335914125,0.30798331383814986,0.16788568017323974,0.07813838920219965,0.0544910619392329,0.08936304568320283,0.47734004705062993,0.6656455245129975,0.9057497794841975,0.0022656609181480733,0.042815103507775974,-0.5733753741554887
0.2033686451935403,0.23785692467474376,0.2768287170002564,0.07935937577666836,0.09350970600030378,0.08179910969520494,1.4233529560508928,0.8134838564176199,1.39146269264562,0.004618844421284997,0.03133683523492173,-0.5328730811286313
0.16637491941383636,0.20622111017018638,0.25001388548530673,0.1161916514726895,0.1492375564055837,0.100452623702223,0.8254848446385039,1.033185056443954,1.0045487286443766,0.0027361246825865727,0.008974430819142922,-0.4108561403324722
0.3082831531601409,0.2706241847595734,0.31977922505628253,0.10570321523412783,0.13916772662549137,0.13750049422346083,0.7599837873328918,1.0615549409019156,1.3203291586004662,0.0011046511099087769,0.03887393201862892,-0.4201822997693119
0.29468479313654483,0.10174708286151733,0.17371452080979025,0.12838982091064133,0.12486080194569492,0.1351131626822206,1.1756228504128534,0.7941730759026843,0.7087089547098291,0.002144203084396101,0.042919085547738704,-0.4378025326354437
0.2104785890361506,0.4944159102745925,0.12966045037528523,0.11643135403273876,0.13907924908785246,0.0543475062012792,0.9635916783034799,0.7905397313144364,0.8985803502377823,0.0008022500098149512,0.013458910703953709,-0.44992594461524915
0.30486963037517717,0.41097085566489283,0.4572091992752127,0.09063868614400705,0.13934466396978631,0.0681498409596524,1.4233679842061546,0.5611542320363543,0.9376932492054932,0.0014089056695995171,0.04602089036423136,-0.4633370946109707
0.46833687108758243,0.3733911700384425,0.4626985047542681,0.13140203846660348,0.1018858360386449,0.0736744871104396,1.2363617926912707,1.0059674980908098,0.4259756590752847,0.0005795095144996049,0.023268414084634235,-0.46948234365891844
0.23914372574703227,0.2396920555368367,0.4232282140233697,0.06669729199077039,0.0815929051830793,0.07493875758322119,0.8752434769494484,0.6804490935806855,0.7782630080418487,0.0025397596242507357,0.030567798262332753,-0.583188696820977
0.10640366856780935,0.08490978984190461,0.48932017107463505,0.05227120731338605,0.1272012432110988,0.10712326517427727,0.7516313681769915,0.34327180113283645,1.4008052070620114,0.0033554311922830878,0.04924782714726454,-0.4921658004273672
0.1948309316126719,0.46112627055404826,0.3750458476320474,0.05900478607756418,0.1161661263167761,0.09162624257031923,1.4839578539091864,0.8020800529882324,1.0569986884376907,0.002044816080705085,0.01871526785332077,-0.5072443684851966
0.20311242147062814,0.17727966301704653,0.38468694199537984,0.12223593505964503,0.087365772887371,0.0549254119927594,1.161312283204372,0.8689592101082044,0.5130078989243609,0.002391717971773747,0.04084480794518553,-0.4827257374369572
0.07424325958284772,0.03455227795149755,0.383669145061694,0.09618772302513873,0.05944666680615153,0.08736141384595716,1.4414335920046093,0.5707114418450532,0.7066267627315259,0.004816441727800592,0.01660155677359452,-0.5265581864807943
0.0898070352717319,0.17777780163720805,0.2454977391617302,0.06612717790336017,0.1246789611349026,0.10237529487176372,0.4421742926604496,0.9869495197465388,0.5299236115952397,0.0038838340470871203,0.04016146258983306,-0.4921877648289134
0.34543541596290184,0.3992839449429833,0.2336615753119931,0.10010447751033635,0.07624605159228647,0.0601671902903716,1.320640415028939,0.978926280518305,0.32978775815828704,0.002933854866252281,0.030435962024269483,-0.5439300547922555
0.17634409956236233,0.315127285044222,0.12771087531301153,0.06523121027131684,0.14368131505337792,0.13334585537885596,1.064488660789449,1.1424026173324455,1.4129525502048321,0.0017804339380032138,0.01160142906604467,-0.4092129549988748
0.47790021200934574,0.3779109065249812,0.3259614052360523,0.1196320375077736,0.07409705750056847,0.05519618664651043,0.4463060140021351,1.077538178641452,0.8378487939082457,0.004536485594478478,0.021287278595672584,-0.5198112558026574
0.12936240522571762,0.39888133809256493,0.15176686669014394,0.09461562755740308,0.062275793241148604,0.1424841869018062,1.0059095999630647,1.0829196678252377,0.6690420869049434,0.0015579370259629678,0.016564146083814523,-0.43928185981559437
0.05847300750136294,0.11385775942946585,0.13632612075415368,0.08810212260964825,0.1331112672124906,0.059911314157987554,1.1233156381265386,0.6794569821888516,1.018172629869284,0.001964042287325047,0.00482731126093783,-0.4708187611947547
0.3792172358701264,0.4626538248856583,0.29712107330706683,0.08015120891478765,0.06532843166244941,0.13435749515977527,0.31476322306632337,1.2449186663831446,0.30877734755161873,0.004590791664903268,0.0024619037348851767,-0.49636878443375015
0.4417076654397563,0.2246149054309826,0.21089137023027116,0.11302825931188884,0.06792683081577391,0.1402653143927617,0.8451815542100958,0.9589732603196153,0.6336265279209765,0.002882939248782826,0.017977454114951868,-0.45300281022199235
0.14627554486702907,0.32311668813944067,0.11723973830936978,0.08618126105533905,0.10993827915208434,0.14795706805865927,1.2904794134355853,0.8177018342158682,1.143640158838671,0.0038404307723808955,0.0019326732430568424,-0.4073967951563568
0.1090231698062842,0.011131298567503582,0.40986744820888726,0.058764991931610104,0.13745620408374642,0.13020258802735935,0.6544308304129078,1.0512149771292685,1.0605237276831154,0.003158351573736948,0.009108900121506978,-0.42433511752767217
0.1010254060868327,0.49675056422147723,0.4316792604542442,0.06180059021205153,0.06964346657145733,0.12794775407713288,0.8502576981582612,0.7327888013403051,1.4781671370510425,0.0034404764405427286,0.03653398272169257,-0.4674178295575817
0.26578602766959103,0.14763922912243602,0.09217276464211266,0.14618976645495146,0.08103236729000948,0.11424832759955476,0.8307769524814719,0.9152870935281099,1.0444292515896527,0.0018472248118167152,0.03569647054849581,-0.4251383576513753
